CRATER_ID,CRATER_NAME,LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,DEPTH_RIMFLOOR_TOPOG,MORPHOLOGY_EJECTA_1,MORPHOLOGY_EJECTA_2,MORPHOLOGY_EJECTA_3,NUMBER_LAYERS
10-004349, ,9.824,-48.669,1.77,0, , , ,0
10-004350, ,1.68,-52.072,1.77,0, , , ,0
10-004351, ,27.814,-89.028,1.77,0, , , ,0
10-004352, ,12.442,-70.659,1.77,0, , , ,0
10-004353, ,8.457,-51.234,1.77,0, , , ,0
10-004354, ,22.945,-89.529,1.77,0, , , ,0
10-004355, ,10.81,-49.312,1.76,0, , , ,0
10-004356, ,23.503,-82.901,1.76,0, , , ,0
10-004357, ,3.286,-56.571,1.76,0, , , ,0
10-004358, ,29.333,-87.869,1.76,0, , , ,0
10-004359, ,9.793,-48.478,1.76,0, , , ,0
10-004360, ,15.656,-61.909,1.76,0, , , ,0
10-004361, ,8.335,-52.291,1.76,0, , , ,0
10-004362, ,19.979,-70.983,1.76,0, , , ,0
10-004363, ,19.283,-66.141,1.76,0, , , ,0
10-004364, ,19.826,-53.589,1.76,0, , , ,0
10-004365, ,6.082,-50.264,1.76,0, , , ,0
10-004366, ,.182,-64.355,1.76,0, , , ,0
10-004367, ,28.07,-56.958,1.76,0, , , ,0
10-004368, ,21.424,-70.47,1.76,0, , , ,0
10-004369, ,5.582,-45.798,1.76,0, , , ,0
10-004370, ,11.582,-48.253,1.76,0, , , ,0
10-004371, ,27.098,-56.01,1.76,0, , , ,0
10-004372, ,9.806,-48.562,1.76,0, , , ,0
10-004373, ,4.666,-52.175,1.76,0, , , ,0
10-004374, ,2.339,-49.73,1.76,0, , , ,0
10-004375, ,11.523,-51.864,1.76,0, , , ,0
10-004376, ,1.075,-55.728,1.76,0, , , ,0
10-004377, ,2.93,-58.881,1.76,0, , , ,0
10-004378, ,27.984,-51.009,1.76,0, , , ,0
10-004379, ,3.99,-46.118,1.76,0, , , ,0
10-004380, ,14.005,-70.712,1.76,0, , , ,0
10-004381, ,4.383,-53.504,1.76,0, , , ,0
10-004382, ,21.901,-88.887,1.76,0, , , ,0
10-004383, ,3.095,-65.471,1.76,0, , , ,0
10-004384, ,8.56,-48.416,1.76,0, , , ,0
10-004385, ,20.601,-62.095,1.76,0, , , ,0
10-004386, ,15.633,-69.256,1.76,0, , , ,0
10-004387, ,21.304,-56.874,1.76,0, , , ,0
10-004388, ,29.242,-52.971,1.76,0, , , ,0
10-004389, ,20.966,-76.579,1.76,0, , , ,0
10-004390, ,4.93,-56.927,1.76,0, , , ,0
10-004391, ,9.125,-54.455,1.76,0, , , ,0
10-004392, ,3.402,-62.952,1.76,0, , , ,0
10-004393, ,23.98,-75.202,1.76,0, , , ,0
10-004394, ,14.1,-88.82,1.76,0, , , ,0
10-004395, ,2.315,-72.718,1.76,0, , , ,0
10-004396, ,19.039,-69.046,1.76,0, , , ,0
10-004397, ,5.207,-54.798,1.76,0, , , ,0
10-004398, ,26.689,-45.782,1.76,0, , , ,0
10-004399, ,22.061,-85.64,1.76,0, , , ,0
10-004400, ,3.066,-53.758,1.76,0, , , ,0
10-004401, ,3.354,-64.139,1.76,0, , , ,0
10-004402, ,7.364,-66.024,1.75,0, , , ,0
10-004403, ,9.281,-46.931,1.75,0, , , ,0
10-004404, ,23.894,-85.612,1.75,0, , , ,0
10-004405, ,8.236,-58.646,1.75,0, , , ,0
10-004406, ,8.509,-62.532,1.75,0, , , ,0
10-004407, ,18.637,-70.678,1.75,0, , , ,0
10-004408, ,19.95,-86.431,1.75,0, , , ,0
10-004409, ,23.295,-86.35,1.75,0, , , ,0
10-004410, ,2.893,-50.219,1.75,0, , , ,0
10-004411, ,9.131,-52.731,1.75,0, , , ,0
10-004412, ,8.689,-62.591,1.75,0, , , ,0
10-004413, ,11.491,-55.561,1.75,0, , , ,0
10-004414, ,24.222,-84.892,1.75,0, , , ,0
10-004415, ,16.982,-79.19,1.75,0, , , ,0
10-004416, ,9.546,-55.589,1.75,0, , , ,0
10-004417, ,11.245,-64.658,1.75,0, , , ,0
10-004418, ,6.397,-67.297,1.75,0, , , ,0
10-004419, ,9.985,-61.204,1.75,0, , , ,0
10-004420, ,1.203,-51,1.75,0, , , ,0
10-004421, ,5.932,-50.653,1.75,0, , , ,0
10-004422, ,.982,-53.101,1.75,0, , , ,0
10-004423, ,4.241,-54.172,1.75,0, , , ,0
10-004424, ,.437,-50.984,1.75,0, , , ,0
10-004425, ,11.533,-56.616,1.75,0, , , ,0
10-004426, ,24.578,-87.834,1.75,0, , , ,0
10-004427, ,10.959,-50.784,1.75,0, , , ,0
10-004428, ,6.994,-47.131,1.75,0, , , ,0
10-004429, ,11.513,-54.555,1.75,0, , , ,0
10-004430, ,4.166,-52.074,1.75,0, , , ,0
10-004431, ,12.912,-56.356,1.75,0, , , ,0
10-004432, ,25.991,-64.642,1.75,0, , , ,0
10-004433, ,10.508,-50.947,1.75,0, , , ,0
10-004434, ,17.269,-62.064,1.75,0, , , ,0
10-004435, ,20.403,-89.164,1.75,0, , , ,0
10-004436, ,14.584,-54.777,1.75,0, , , ,0
10-004437, ,4.591,-51.786,1.75,0, , , ,0
10-004438, ,3.289,-56.756,1.75,0, , , ,0
10-004439, ,4.606,-64.422,1.75,0, , , ,0
10-004440, ,3.942,-52.471,1.74,0, , , ,0
10-004441, ,26.764,-75.245,1.74,0, , , ,0
10-004442, ,6.943,-48.543,1.74,0, , , ,0
10-004443, ,8.655,-56.635,1.74,0, , , ,0
10-004444, ,26.147,-49.53,1.74,0, , , ,0
10-004445, ,8.485,-47.658,1.74,0, , , ,0
10-004446, ,28.491,-85.76,1.74,0, , , ,0
10-004447, ,23.013,-59.771,1.74,0, , , ,0
10-004448, ,21.62,-84.872,1.74,0, , , ,0
10-004449, ,24.568,-58.819,1.74,0, , , ,0
10-004450, ,10.581,-55.508,1.74,0, , , ,0
10-004451, ,7.193,-52.212,1.74,0, , , ,0
10-004452, ,20.807,-85.128,1.74,0, , , ,0
10-004453, ,.278,-56.322,1.74,0, , , ,0
10-004454, ,10.735,-65.718,1.74,0, , , ,0
10-004455, ,12.619,-66.913,1.74,0, , , ,0
10-004456, ,10.28,-54.582,1.74,0, , , ,0
10-004457, ,.428,-68.805,1.74,0, , , ,0
10-004458, ,3.719,-62.096,1.74,0, , , ,0
10-004459, ,22.794,-58.518,1.74,0, , , ,0
10-004460, ,24.884,-87.622,1.74,0, , , ,0
10-004461, ,25.343,-78.967,1.74,0, , , ,0
10-004462, ,.92,-50.523,1.74,0, , , ,0
10-004463, ,20.593,-63.06,1.74,0, , , ,0
10-004464, ,15.525,-51.098,1.74,0, , , ,0
10-004465, ,7.529,-52.503,1.74,0, , , ,0
10-004466, ,1.454,-56.638,1.74,0, , , ,0
10-004467, ,12.447,-87.981,1.74,0, , , ,0
10-004468, ,7.28,-56.254,1.74,0, , , ,0
10-004469, ,2.797,-50.458,1.74,0, , , ,0
10-004470, ,29.89,-87.973,1.74,0, , , ,0
10-004471, ,9.379,-55.757,1.74,0, , , ,0
10-004472, ,4.754,-53.026,1.74,0, , , ,0
10-004473, ,17.349,-63.94,1.74,0, , , ,0
10-004474, ,19.593,-58.919,1.74,0, , , ,0
10-004475, ,4.788,-50.935,1.74,0, , , ,0
10-004476, ,11.741,-52.417,1.74,0, , , ,0
10-004477, ,23.924,-88.452,1.74,0, , , ,0
10-004478, ,28.574,-77.572,1.74,0, , , ,0
10-004479, ,5.748,-57.384,1.74,0, , , ,0
10-004480, ,2.416,-53.656,1.73,0, , , ,0
10-004481, ,23.778,-72.425,1.73,0, , , ,0
10-004482, ,8.99,-71.437,1.73,0, , , ,0
10-004483, ,.54,-57.142,1.73,0, , , ,0
10-004484, ,28.998,-84.568,1.73,0, , , ,0
10-004485, ,1.95,-77.435,1.73,0, , , ,0
10-004486, ,17.091,-67.729,1.73,0, , , ,0
10-004487, ,27.209,-75.263,1.73,0, , , ,0
10-004488, ,24.085,-83.622,1.73,0, , , ,0
10-004489, ,3.335,-50.227,1.73,0, , , ,0
10-004490, ,5.059,-50.344,1.73,0, , , ,0
10-004491, ,9.696,-58.607,1.73,0, , , ,0
10-004492, ,20.759,-89.149,1.73,0, , , ,0
10-004493, ,24.138,-85.13,1.73,0, , , ,0
10-004494, ,3.126,-76.762,1.73,0, , , ,0
10-004495, ,27.823,-69.772,1.73,0, , , ,0
10-004496, ,18.05,-52.105,1.73,0, , , ,0
10-004497, ,27.829,-75.13,1.73,0, , , ,0
10-004498, ,1.629,-73.317,1.73,0, , , ,0
10-004499, ,4.424,-58.06,1.73,0, , , ,0
10-004500, ,26.268,-53.785,1.73,0, , , ,0
10-004501, ,8.149,-67.011,1.73,0, , , ,0
10-004502, ,6.183,-57.685,1.73,0, , , ,0
10-004503, ,9.771,-53.778,1.73,0, , , ,0
10-004504, ,11.051,-50.802,1.73,0, , , ,0
10-004505, ,7.666,-57.895,1.73,0, , , ,0
10-004506, ,4.141,-86.266,1.73,0, , , ,0
10-004507, ,24.278,-83.574,1.73,0, , , ,0
10-004508, ,16.127,-63.936,1.73,0, , , ,0
10-004509, ,11.881,-65.623,1.73,0, , , ,0
10-004510, ,18.625,-69.912,1.73,0, , , ,0
10-004511, ,23.89,-84.99,1.73,0, , , ,0
10-004512, ,22.732,-45.201,1.73,0, , , ,0
10-004513, ,3.546,-82.037,1.73,0, , , ,0
10-004514, ,16.209,-46.683,1.73,0, , , ,0
10-004515, ,11.412,-49.629,1.73,0, , , ,0
10-004516, ,23.456,-86.201,1.73,0, , , ,0
10-004517, ,2.688,-63.331,1.73,0, , , ,0
10-004518, ,6.646,-49.669,1.72,0, , , ,0
10-004519, ,22.366,-56.579,1.72,0, , , ,0
10-004520, ,16.795,-47.082,1.72,0, , , ,0
10-004521, ,6.063,-66.902,1.72,0, , , ,0
10-004522, ,5.292,-66.151,1.72,0, , , ,0
10-004523, ,11.886,-46.067,1.72,0, , , ,0
10-004524, ,.478,-61.62,1.72,0, , , ,0
10-004525, ,9.656,-48.02,1.72,0, , , ,0
10-004526, ,8.799,-46.1,1.72,0, , , ,0
10-004527, ,28.099,-78.559,1.72,0, , , ,0
10-004528, ,.315,-57.324,1.72,0, , , ,0
10-004529, ,.845,-52.864,1.72,0, , , ,0
10-004530, ,26.878,-84.425,1.72,0, , , ,0
10-004531, ,19.916,-49.65,1.72,0, , , ,0
10-004532, ,27.784,-88.983,1.72,0, , , ,0
10-004533, ,13.942,-68.345,1.72,0, , , ,0
10-004534, ,1.131,-76.393,1.72,0, , , ,0
10-004535, ,14.49,-45.665,1.72,0, , , ,0
10-004536, ,25.576,-65.405,1.72,0, , , ,0
10-004537, ,11.635,-67.111,1.72,0, , , ,0
10-004538, ,14.9,-51.219,1.72,0, , , ,0
10-004539, ,2.371,-74.621,1.72,0, , , ,0
10-004540, ,9.962,-49.217,1.72,0, , , ,0
10-004541, ,1.993,-53.079,1.72,0, , , ,0
10-004542, ,9.695,-52.269,1.72,0, , , ,0
10-004543, ,1.855,-75.809,1.72,0, , , ,0
10-004544, ,6.823,-50.686,1.72,0, , , ,0
10-004545, ,1.761,-50.221,1.72,0, , , ,0
10-004546, ,14.678,-50.637,1.72,0, , , ,0
10-004547, ,12.661,-47.404,1.72,0, , , ,0
10-004548, ,7.874,-62.329,1.72,0, , , ,0
10-004549, ,20.739,-70.063,1.72,0, , , ,0
10-004550, ,20.86,-88.934,1.72,0, , , ,0
10-004551, ,13.764,-52.514,1.72,0, , , ,0
10-004552, ,12.96,-87.768,1.72,0, , , ,0
10-004553, ,9.552,-46.694,1.72,0, , , ,0
10-004554, ,5.833,-60.689,1.72,0, , , ,0
10-004555, ,6.049,-45.816,1.72,0, , , ,0
10-004556, ,10.709,-47.487,1.72,0, , , ,0
10-004557, ,18.655,-68.059,1.72,0, , , ,0
10-004558, ,27.296,-83.095,1.71,0, , , ,0
10-004559, ,2.679,-49.34,1.71,0, , , ,0
10-004560, ,11.811,-54.539,1.71,0, , , ,0
10-004561, ,8.657,-73.042,1.71,0, , , ,0
10-004562, ,27.659,-87.765,1.71,0, , , ,0
10-004563, ,13.21,-68.284,1.71,0, , , ,0
10-004564, ,17.748,-46.158,1.71,0, , , ,0
10-004565, ,5.412,-68.448,1.71,0, , , ,0
10-004566, ,11.537,-51.821,1.71,0, , , ,0
10-004567, ,12.929,-63.689,1.71,0, , , ,0
10-004568, ,9.118,-53.604,1.71,0, , , ,0
10-004569, ,20.841,-74.777,1.71,0, , , ,0
10-004570, ,26.572,-55.268,1.71,0, , , ,0
10-004571, ,22.893,-58.04,1.71,0, , , ,0
10-004572, ,4.527,-51.932,1.71,0, , , ,0
10-004573, ,29.781,-71.15,1.71,0, , , ,0
10-004574, ,10.353,-49.385,1.71,0, , , ,0
10-004575, ,24.46,-86.691,1.71,0, , , ,0
10-004576, ,20.989,-67.015,1.71,0, , , ,0
10-004577, ,6.874,-54.681,1.71,0, , , ,0
10-004578, ,7.687,-46.058,1.71,0, , , ,0
10-004579, ,2.317,-53.353,1.71,0, , , ,0
10-004580, ,29.714,-78.677,1.71,0, , , ,0
10-004581, ,4.42,-51.027,1.71,0, , , ,0
10-004582, ,7.78,-58.064,1.71,0, , , ,0
10-004583, ,.182,-52.189,1.71,0, , , ,0
10-004584, ,3.209,-65.773,1.71,0, , , ,0
10-004585, ,1.951,-76.101,1.71,0, , , ,0
10-004586, ,14.912,-71.07,1.71,0, , , ,0
10-004587, ,1.825,-87.461,1.71,0, , , ,0
10-004588, ,22.075,-61.363,1.71,0, , , ,0
10-004589, ,24.49,-85.844,1.71,0, , , ,0
10-004590, ,27.891,-56.823,1.71,0, , , ,0
10-004591, ,20.172,-70.761,1.71,0, , , ,0
10-004592, ,6.866,-50.465,1.71,0, , , ,0
10-004593, ,18.178,-71.505,1.71,0, , , ,0
10-004594, ,24.216,-86.573,1.71,0, , , ,0
10-004595, ,3.966,-52.252,1.71,0, , , ,0
10-004596, ,10.831,-58.274,1.71,0, , , ,0
10-004597, ,3.301,-50.435,1.71,0, , , ,0
10-004598, ,22.36,-59.593,1.71,0, , , ,0
10-004599, ,28.403,-46.588,1.71,0, , , ,0
10-004600, ,18.705,-71.245,1.71,0, , , ,0
10-004601, ,1.929,-64.697,1.71,0, , , ,0
10-004602, ,16.506,-54.624,1.71,0, , , ,0
10-004603, ,1.32,-74.673,1.7,0, , , ,0
10-004604, ,10.758,-54,1.7,0, , , ,0
10-004605, ,.645,-48.462,1.7,0, , , ,0
10-004606, ,1.775,-48.03,1.7,0, , , ,0
10-004607, ,26.613,-83.91,1.7,0, , , ,0
10-004608, ,11.168,-54.295,1.7,0, , , ,0
10-004609, ,.09,-52.72,1.7,0,Rd, , ,0
10-004610, ,11.326,-71.144,1.7,0, , , ,0
10-004611, ,8.387,-56.524,1.7,0, , , ,0
10-004612, ,2.909,-50.045,1.7,0, , , ,0
10-004613, ,6.639,-73.793,1.7,0, , , ,0
10-004614, ,24.384,-87.87,1.7,0, , , ,0
10-004615, ,22.159,-57.487,1.7,0, , , ,0
10-004616, ,6.49,-49.556,1.7,0, , , ,0
10-004617, ,3.887,-54.195,1.7,0, , , ,0
10-004618, ,7.04,-54.367,1.7,0, , , ,0
10-004619, ,2.82,-50.085,1.7,0, , , ,0
10-004620, ,17.599,-61.778,1.7,0, , , ,0
10-004621, ,5.995,-49.553,1.7,0, , , ,0
10-004622, ,25.891,-85.821,1.7,0, , , ,0
10-004623, ,1.403,-84.647,1.7,0, , , ,0
10-004624, ,23.219,-84.224,1.7,0, , , ,0
10-004625, ,.693,-45.128,1.7,0, , , ,0
10-004626, ,15.122,-70.186,1.7,0, , , ,0
10-004627, ,2.981,-50.082,1.7,0, , , ,0
10-004628, ,22.804,-57.778,1.7,0, , , ,0
10-004629, ,6.563,-80.743,1.7,0, , , ,0
10-004630, ,8.644,-47.625,1.7,0, , , ,0
10-004631, ,2.256,-48.279,1.7,0, , , ,0
10-004632, ,10.001,-48.983,1.7,0, , , ,0
10-004633, ,8.76,-47.471,1.7,0, , , ,0
10-004634, ,11.784,-69.431,1.7,0, , , ,0
10-004635, ,16.847,-89.738,1.7,0, , , ,0
10-004636, ,5.403,-82.872,1.7,0, , , ,0
10-004637, ,18.082,-54.599,1.7,0, , , ,0
10-004638, ,4.377,-65.569,1.7,0, , , ,0
10-004639, ,28.671,-89.492,1.7,0, , , ,0
10-004640, ,6.788,-63.245,1.7,0, , , ,0
10-004641, ,7.108,-46.88,1.7,0, , , ,0
10-004642, ,5.588,-46.182,1.7,0, , , ,0
10-004643, ,27.706,-66.707,1.7,0,Rd, , ,0
10-004644, ,.529,-58.567,1.7,0, , , ,0
10-004645, ,8.713,-45.741,1.7,0, , , ,0
10-004646, ,20.61,-64.839,1.7,0, , , ,0
10-004647, ,8.495,-53.008,1.7,0, , , ,0
10-004648, ,20.313,-54.457,1.69,0, , , ,0
10-004649, ,8.762,-51.155,1.69,0, , , ,0
10-004650, ,7.998,-48.562,1.69,0, , , ,0
10-004651, ,5.051,-49.059,1.69,0, , , ,0
10-004652, ,9.511,-51.687,1.69,0, , , ,0
10-004653, ,1.991,-75.185,1.69,0, , , ,0
10-004654, ,9.983,-55.554,1.69,0, , , ,0
10-004655, ,4.712,-66.84,1.69,0, , , ,0
10-004656, ,14.413,-58.587,1.69,0, , , ,0
10-004657, ,12.505,-74.401,1.69,0, , , ,0
10-004658, ,1.954,-52.48,1.69,0, , , ,0
10-004659, ,1.678,-48.172,1.69,0, , , ,0
10-004660, ,16.067,-72.834,1.69,0, , , ,0
10-004661, ,10.08,-48.77,1.69,0, , , ,0
10-004662, ,26.043,-51.946,1.69,0, , , ,0
10-004663, ,4.774,-76.654,1.69,0, , , ,0
10-004664, ,29.863,-67.438,1.69,0, , , ,0
10-004665, ,13.468,-48.909,1.69,0, , , ,0
10-004666, ,3.465,-49.158,1.69,0, , , ,0
10-004667, ,6.267,-49.481,1.69,0, , , ,0
10-004668, ,19.728,-55.301,1.69,0, , , ,0
10-004669, ,.898,-54.78,1.69,0, , , ,0
10-004670, ,16.284,-72.758,1.69,0, , , ,0
10-004671, ,15.787,-48.598,1.69,0, , , ,0
10-004672, ,14.39,-66.093,1.69,0, , , ,0
10-004673, ,6.989,-46.144,1.69,0, , , ,0
10-004674, ,19.817,-57.728,1.69,0, , , ,0
10-004675, ,4.467,-51.296,1.69,0, , , ,0
10-004676, ,3.471,-50.438,1.69,0, , , ,0
10-004677, ,9.722,-71.738,1.69,0, , , ,0
10-004678, ,5.989,-60.683,1.69,0, , , ,0
10-004679, ,10.467,-67.856,1.69,0, , , ,0
10-004680, ,8.024,-48.483,1.69,0, , , ,0
10-004681, ,2.228,-87.69,1.69,0, , , ,0
10-004682, ,.667,-53.765,1.69,0, , , ,0
10-004683, ,24.347,-81.474,1.69,0, , , ,0
10-004684, ,6.957,-52.557,1.69,0, , , ,0
10-004685, ,7.653,-55.442,1.69,0, , , ,0
10-004686, ,10.397,-51.761,1.69,0, , , ,0
10-004687, ,12.485,-66.798,1.69,0, , , ,0
10-004688, ,17.04,-65.259,1.69,0, , , ,0
10-004689, ,23.685,-53.928,1.69,0, , , ,0
10-004690, ,13.286,-54.213,1.69,0, , , ,0
10-004691, ,10.092,-53.579,1.69,0, , , ,0
10-004692, ,21.302,-84.205,1.69,0, , , ,0
10-004693, ,26.655,-51.432,1.69,0, , , ,0
10-004694, ,21.235,-65.959,1.69,0, , , ,0
10-004695, ,6.907,-50.644,1.69,0, , , ,0
10-004696, ,19.809,-45.445,1.69,0, , , ,0
10-004697, ,25.21,-64.349,1.69,0, , , ,0
10-004698, ,22.124,-89.457,1.69,0, , , ,0
10-004699, ,.647,-49.546,1.69,0, , , ,0
10-004700, ,2.495,-49.916,1.69,0, , , ,0
10-004701, ,15.922,-49.148,1.68,0, , , ,0
10-004702, ,3.985,-48.703,1.68,0, , , ,0
10-004703, ,22.783,-84.355,1.68,0, , , ,0
10-004704, ,1.962,-87.778,1.68,0, , , ,0
10-004705, ,25.539,-78.461,1.68,0, , , ,0
10-004706, ,10.31,-48.621,1.68,0, , , ,0
10-004707, ,3.994,-51.639,1.68,0, , , ,0
10-004708, ,6.49,-50.304,1.68,0, , , ,0
10-004709, ,16.428,-45.448,1.68,0, , , ,0
10-004710, ,7.08,-45.742,1.68,0, , , ,0
10-004711, ,15.952,-84.367,1.68,0, , , ,0
10-004712, ,10.891,-50.305,1.68,0, , , ,0
10-004713, ,21.386,-56.328,1.68,0, , , ,0
10-004714, ,5.263,-89.152,1.68,0, , , ,0
10-004715, ,16.078,-47.68,1.68,0, , , ,0
10-004716, ,11.242,-54.229,1.68,0, , , ,0
10-004717, ,29.398,-47.303,1.68,0, , , ,0
10-004718, ,11.575,-47.772,1.68,0, , , ,0
10-004719, ,10.163,-52.053,1.68,0, , , ,0
10-004720, ,8.799,-52.04,1.68,0, , , ,0
10-004721, ,24.982,-80.13,1.68,0, , , ,0
10-004722, ,6.237,-58.518,1.68,0, , , ,0
10-004723, ,10.684,-54.548,1.68,0, , , ,0
10-004724, ,21.666,-54.537,1.68,0, , , ,0
10-004725, ,4.007,-51.591,1.68,0, , , ,0
10-004726, ,20.114,-64.209,1.68,0, , , ,0
10-004727, ,.646,-51.903,1.68,0, , , ,0
10-004728, ,10.137,-56.96,1.68,0, , , ,0
10-004729, ,8.766,-62.554,1.68,0, , , ,0
10-004730, ,9.928,-54.886,1.68,0, , , ,0
10-004731, ,.684,-47.006,1.68,0, , , ,0
10-004732, ,5.982,-61.414,1.68,0, , , ,0
10-004733, ,1.219,-51.15,1.68,0, , , ,0
10-004734, ,27.045,-75.833,1.68,0, , , ,0
10-004735, ,4.759,-50.283,1.68,0, , , ,0
10-004736, ,22.077,-67.467,1.68,0, , , ,0
10-004737, ,24.101,-70.894,1.68,0, , , ,0
10-004738, ,15.664,-75.124,1.68,0, , , ,0
10-004739, ,13.774,-51.961,1.68,0, , , ,0
10-004740, ,27.524,-77.429,1.68,0, , , ,0
10-004741, ,25.771,-48.253,1.68,0, , , ,0
10-004742, ,9.766,-47.086,1.68,0, , , ,0
10-004743, ,3.567,-54.061,1.67,0, , , ,0
10-004744, ,9.855,-69.448,1.67,0, , , ,0
10-004745, ,20.511,-61.196,1.67,0, , , ,0
10-004746, ,8.428,-52.591,1.67,0, , , ,0
10-004747, ,20.427,-78.04,1.67,0, , , ,0
10-004748, ,5.484,-66.233,1.67,0, , , ,0
10-004749, ,3.908,-61.44,1.67,0, , , ,0
10-004750, ,5.849,-75.542,1.67,0, , , ,0
10-004751, ,8.726,-53.958,1.67,0, , , ,0
10-004752, ,23.243,-66.741,1.67,0, , , ,0
10-004753, ,19.918,-72.898,1.67,0, , , ,0
10-004754, ,22.755,-57.762,1.67,0, , , ,0
10-004755, ,6.042,-65.749,1.67,0, , , ,0
10-004756, ,2.57,-50.028,1.67,0, , , ,0
10-004757, ,28.038,-51.364,1.67,0, , , ,0
10-004758, ,6.021,-53.143,1.67,0, , , ,0
10-004759, ,22.859,-57.592,1.67,0, , , ,0
10-004760, ,3.874,-48.002,1.67,0, , , ,0
10-004761, ,1.2,-67.95,1.67,0, , , ,0
10-004762, ,11.243,-64.203,1.67,0, , , ,0
10-004763, ,9.933,-46.526,1.67,0, , , ,0
10-004764, ,24.643,-75.517,1.67,0, , , ,0
10-004765, ,18.693,-52.848,1.67,0, , , ,0
10-004766, ,16.166,-55.153,1.67,0, , , ,0
10-004767, ,25.25,-73.134,1.67,0, , , ,0
10-004768, ,24.068,-83.273,1.67,0, , , ,0
10-004769, ,8.305,-60.571,1.67,0, , , ,0
10-004770, ,8.778,-64.848,1.67,0, , , ,0
10-004771, ,8.744,-61.252,1.67,0, , , ,0
10-004772, ,8.215,-70.43,1.67,0, , , ,0
10-004773, ,13.826,-52.937,1.67,0, , , ,0
10-004774, ,5.656,-49.576,1.67,0, , , ,0
10-004775, ,3.581,-50.345,1.67,0, , , ,0
10-004776, ,13.211,-52.394,1.67,0, , , ,0
10-004777, ,14.984,-70.898,1.67,0, , , ,0
10-004778, ,25.967,-78.833,1.67,0, , , ,0
10-004779, ,28.214,-49.532,1.67,0, , , ,0
10-004780, ,10.855,-46.175,1.67,0, , , ,0
10-004781, ,21.314,-85.06,1.67,0, , , ,0
10-004782, ,29.198,-83.961,1.67,0, , , ,0
10-004783, ,1.918,-53.234,1.67,0, , , ,0
10-004784, ,25.393,-77.399,1.67,0, , , ,0
10-004785, ,6.357,-48.735,1.67,0, , , ,0
10-004786, ,25.322,-49.818,1.67,0, , , ,0
10-004787, ,13.768,-52.127,1.67,0, , , ,0
10-004788, ,23.874,-84.985,1.66,0, , , ,0
10-004789, ,2.624,-49.771,1.66,0, , , ,0
10-004790, ,8.434,-46.214,1.66,0, , , ,0
10-004791, ,4.518,-88.866,1.66,0, , , ,0
10-004792, ,8.909,-54.743,1.66,0, , , ,0
10-004793, ,5.596,-49.947,1.66,0, , , ,0
10-004794, ,3.947,-52.624,1.66,0, , , ,0
10-004795, ,23.064,-71.684,1.66,0, , , ,0
10-004796, ,17.753,-49.943,1.66,0, , , ,0
10-004797, ,17.582,-62.184,1.66,0, , , ,0
10-004798, ,23.416,-84.843,1.66,0, , , ,0
10-004799, ,20.137,-66.783,1.66,0, , , ,0
10-004800, ,23.059,-83.598,1.66,0, , , ,0
10-004801, ,2.197,-72.512,1.66,0, , , ,0
10-004802, ,6.611,-74.299,1.66,0, , , ,0
10-004803, ,6.976,-60.084,1.66,0, , , ,0
10-004804, ,24.082,-57.894,1.66,0, , , ,0
10-004805, ,3.151,-65.026,1.66,0, , , ,0
10-004806, ,26.127,-62.353,1.66,0, , , ,0
10-004807, ,2.175,-58.869,1.66,0, , , ,0
10-004808, ,1.659,-47.947,1.66,0, , , ,0
10-004809, ,5.212,-77.107,1.66,0, , , ,0
10-004810, ,15.224,-66.091,1.66,0, , , ,0
10-004811, ,19.476,-56.725,1.66,0, , , ,0
10-004812, ,7.681,-66.552,1.66,0, , , ,0
10-004813, ,25.381,-74.415,1.66,0, , , ,0
10-004814, ,10.187,-54.405,1.66,0, , , ,0
10-004815, ,24.647,-86.593,1.66,0, , , ,0
10-004816, ,26.224,-69.592,1.66,0, , , ,0
10-004817, ,13.724,-64.439,1.66,0, , , ,0
10-004818, ,1.274,-47.864,1.66,0, , , ,0
10-004819, ,3.785,-49.537,1.66,0, , , ,0
10-004820, ,16.847,-72.804,1.66,0, , , ,0
10-004821, ,10.824,-66.521,1.66,0, , , ,0
10-004822, ,23.286,-76.743,1.66,0, , , ,0
10-004823, ,27.854,-87.876,1.66,0, , , ,0
10-004824, ,7.575,-51.471,1.66,0, , , ,0
10-004825, ,22.717,-87.376,1.66,0, , , ,0
10-004826, ,11.613,-60.301,1.66,0, , , ,0
10-004827, ,28.014,-71.666,1.66,0, , , ,0
10-004828, ,10.988,-55.253,1.66,0, , , ,0
10-004829, ,22.378,-84.713,1.66,0, , , ,0
10-004830, ,9.703,-50.973,1.66,0, , , ,0
10-004831, ,22.192,-57.274,1.66,0, , , ,0
10-004832, ,4.094,-50.946,1.66,0, , , ,0
10-004833, ,6.436,-58.376,1.66,0, , , ,0
10-004834, ,18.569,-78.051,1.66,0, , , ,0
10-004835, ,19.976,-52.678,1.66,0, , , ,0
10-004836, ,3.461,-74.165,1.66,0, , , ,0
10-004837, ,2.465,-53.269,1.66,0, , , ,0
10-004838, ,19.433,-47.062,1.66,0, , , ,0
10-004839, ,.358,-73.215,1.66,0, , , ,0
10-004840, ,4.829,-55.817,1.66,0, , , ,0
10-004841, ,9.868,-70.556,1.66,0, , , ,0
10-004842, ,16.22,-80.451,1.66,0, , , ,0
